90697228-fb3e-41ee-aa96-adffa2c40a8a;administrator.test@upe.br;749f09bade8aca755660eeb17792da880218d4fbdc4e25fbec279d7fe9f65d70;;true;;;
e85544cf-fd45-4786-aafd-3f256b910c9f;jackinho@upe.br;539e0ace65086d9e4972ec84f1bef17887b68731c0fd8cdb6504c7f7e1f7804b;;true;;;
1c7f8ef5-654b-4fa5-9b7f-5948bf3818e1;admin.bruce.wayne@upe.br;BatMan@2024;;true;;;
a56d9af4-c310-4041-82b2-f02e38a1a6d1;user.test@upe.br;616104ebd93e67ae20bac90c86483da3cae1ee5b1c1483f739372a88ff1e79f9;;false;;;
a53f4cc4-44ce-425b-9d3b-b5c262b46d43;jackinho@upe.br;539e0ace65086d9e4972ec84f1bef17887b68731c0fd8cdb6504c7f7e1f7804b;;true;;;
c01d6a93-b630-487c-b89b-c296c77e3370;admin2@example.com;f2414955bb915be77a03ba13b08e7196a1a6d8f6a23b8fa5cdfacdab1aba4c0c;;true;;5e81006e-2e4e-4158-8b23-36045e9aedde,cdb3edf0-e144-41bd-9933-e9645f6003a2,c8bcb213-99c9-481e-97ae-c9d7041419de,;
d07899b4-5996-4bfc-be36-ab49da749b0b;carlos@upe.br;b6eb8bd8a4107f417eaedf6afe5edd0616387db009617604e44541c8550b65d4;;true;;5a5c6577-0e20-40c5-ab55-f686f6f6f220,22db8431-049b-45b4-8437-9b4a3034a982,3c24687e-67e7-4175-85e6-0b06d8e4544f,;
c0bad9c6-2bec-4e8f-8133-7de8be72e949;admin1@example.com;4179a76f97865271164fa5cccdaa0e3f173dc2e27b72becaf83fddc4eb799b9d;;true;;0bc84793-4b37-4e3f-b204-45fc2954e822,9550adb0-e046-4f22-b1cf-97f166647d4d,8c529a50-c5f0-42f0-be4c-550baf054e9a,;
632c67b5-16af-4916-96ea-3d79b3959c15;steragg@upe.br;5c916c1c0702db3f718315c8149e2f7d6f96944c37f5eb1977050ab31a8cdce8;;true;;4a83d820-fe8f-41ab-8537-2f593cff6df9,42c94dda-7b5e-4380-9559-b30fce6978dc,8f03742a-b292-444e-9c38-d548e25474fb,;
3c53b18e-e9bd-49e2-81a2-4b0c9fd93d69;fernando@upe.br;c63c2d34ebe84032ad47b87af194fedd17dacf8222b2ea7f4ebfee3dd6db2dfb;fernandoétop;true;;;
7c578f5a-58cd-42ad-8eb7-822bdc13b53d;jackinho@upe.br;539e0ace65086d9e4972ec84f1bef17887b68731c0fd8cdb6504c7f7e1f7804b;;true;;;
